"","phylum","order","family","genus","species","num_occurrences","elevation_median","elevation_mad","TRI_median","annual_temp","diurnal_temp_range_median","temp_seasonality","temp_driest_quarter","temp_coldest_quarter","annual_precip","precip_driest_quarter","precip_seasonality","habitat","habitat_num","evapotranspiration","evaporation","transpiration","interception","aridity_index","range_size","growth_form"
"11","Tracheophyta","Apiales","Apiaceae","Todaroa","Todaroa aurea",67,560.981872558594,298.623728320312,78.293019175085,19.4660658845266,16.7179975924507,320.346135824664,24.0351844226382,15.3863962111734,450.337412594252,4.61769382525042,86.3907244591233,"1403, 1402, 201, 308, 1401, 104, 802, 305, 1405",9,236.037948608548,65.0648345946979,165.514709472656,0.38780888915062,1.90790258621128,20544.41,"Perennial Herbaceous"
"12","Tracheophyta","Apiales","Araliaceae","Hedera","Hedera canariensis",230,792.677124023438,229.346112341309,81.2945905291003,18.0167660038056,12.3970758599792,265.162931908503,22.17854350265,14.2562735024067,665.788778831261,17.5287556719318,73.5230062631842,"308, 305, 104, 1403, 1405, 1401, 1402, 201",8,576.528381347274,45.6888885498024,534.576568603369,15.3630771636902,1.15482394340309,20331.14,"Ancestral Woodiness"
"13","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex canariensis",535,804.072265625,301.623495776367,84.8082068094793,17.6999978192234,15.881180131943,276.697496983773,21.6930480378996,14.2978080024272,603.642201798766,12.1183741770279,77.6565507569283,"1403, 104, 308, 1402, 305, 201, 1401, 105",8,693.080810546832,48.4872665405296,617.753967285156,12.5693149566673,0.870955006419093,20208.85,"Ancestral Woodiness"
"14","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex perado",25,802.756469726562,311.322200939941,56.0259109303353,16.9196826031413,13.7730660026035,286.290927910293,21.9376530967105,13.1820516710251,617.066826115135,13.2507090111764,72.6680365703345,"1403, 308, 104, 201, 1402",5,604.89990234375,44.0784950256316,561.563171386011,11.1150426864484,1.02011394566976,20208.85,"Ancestral Woodiness"
"15","Tracheophyta","Asterales","Asteraceae","Allagopappus","Allagopappus canariensis",167,270.307983398438,320.704488324738,56.2271444876303,20.5551883754578,15.7927269388117,276.711148922084,24.3418716380329,16.9711452273474,278.529733763387,1.48137813883523,89.7208600933558,"201, 104, 1402, 1401, 308, 802, 305, 1405, 801, 1403, 105, 500",12,251.453765869141,102.619110107425,109.461036682215,1.02426429615636e-12,1.10767771880711,8831.22,"Derived Woodiness"
"16","Tracheophyta","Asterales","Asteraceae","Anacyclus","Anacyclus radiatus",18,202.302864074707,157.258408772278,10.2683753211106,20.638410355921,15.1330923695652,273.299081689386,23.103820791514,16.5445695066381,144.609475811902,0,93.6939264417745,"1401, 1405, 405, 801, 500, 308",6,16.3591470718433,11.422830581661,4.32928287984528,1.2275377973926e-25,8.83967086895366,2898.34,"Annual Herbaceous"
"17","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum adauctum",89,1355.57885742188,348.067135253906,77.9636780590383,15.5662691491465,19.4029618947535,388.358305767938,21.6246735274398,10.9843950693731,540.124675761122,1.63141910378522,91.8110176155073,"1402, 305, 308, 104, 1403, 1401, 201",7,299.372100829829,89.4811935424616,212.569580078175,0.356110960246609,1.80419175422142,48433.07,"Insular Woodiness"
"18","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum broussonetii",61,762.508972167969,262.156600524902,65.08443472345,17.8519208135564,12.2811079381811,271.676971341868,22.0461465129267,14.2697062675477,607.895120940587,15.2070731963447,72.0288454120404,"104, 1403, 1401, 308, 1405, 1402",6,535.788818358585,39.5405960083076,476.60891723633,8.02532291412353,1.13457970773429,48433.07,"Insular Woodiness"
"19","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum callichrysum",36,1078.96923828125,308.490474755859,67.95230150676,15.279167568009,19.3841863610289,387.065538215355,21.2627924494961,10.4784706047416,615.083003750242,8.19920909606912,90.2683110984213,"308, 104, 1403, 1402, 1401, 201, 305",7,499.228530884057,58.995834350575,415.847763061759,5.23548030853349,1.23206701079569,48433.07,"Insular Woodiness"
"20","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum filifolium",16,225.62540435791,177.849199438477,55.6327076501987,21.8718309420245,15.4261768113083,283.884550891341,25.8696060132837,18.3725447544935,139.556426780209,0,101.983204051002,"1401, 105, 201, 405, 305, 1402",6,99.7220001220911,67.4114456176654,35.2628479004502,0,1.39945475029931,48433.07,"Insular Woodiness"
"21","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum foeniculaceum",17,583.796691894531,309.334391235352,88.6808973341719,19.2448730311156,19.1634390776106,363.415789013166,25.1321224857508,14.549585537507,364.878073554017,6.0505675691462,91.9461426366525,"308, 201, 1402, 1403",4,432.021240234263,123.530990600604,233.314163207831,0.0707666426894476,0.844583644443413,48433.07,"Insular Woodiness"
"22","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum frutescens",330,89.4534912109375,114.289830081081,60.0177683467262,21.3127620569646,14.4261110094158,254.671049321747,24.4852411876892,18.2679273241614,310.03480580711,3.94466893604394,84.7400140541957,"305, 201, 308, 1402, 500, 802, 405, 1403, 1405, 1401, 104, 801, 404, 105",14,277.340484619475,118.977848053017,62.7743301391024,1.76066933590253e-12,1.11788513758636,48433.07,"Insular Woodiness"
"23","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum gracile",64,622.647338867188,431.982078076172,37.8677259714588,19.503747851393,18.0041957886204,342.774263417326,23.572553246815,15.2312220347043,251.483469991493,0.689080424432567,98.0593100332308,"308, 201, 1402, 1403, 305, 404, 1405, 802",8,193.498130798292,112.057735443117,79.2303619384766,0,1.29966873041087,48433.07,"Insular Woodiness"
"24","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum haouarytheum",16,663.602172851562,934.813497009659,47.3315494094807,18.2019974498624,17.0931323997376,327.784615807868,22.4414010391386,14.2987658664347,522.01985308509,4.32979809530081,86.3179617748016,"1402, 201, 308, 802",4,72.3337135314753,42.4338989257538,9.2569954395829,0,7.21682639531479,48433.07,"Insular Woodiness"
"25","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum hierrense",15,617.427001953125,53.7620766723633,44.5991525424074,19.8596377540207,14.5047480789698,267.357225087922,22.8420707118841,16.6544470183729,298.601824491897,2.2019342200155,88.865219204068,"201, 1401, 305, 1403",4,173.895797729602,30.6963863372803,135.886398315388,0.163170352579043,1.71713076676071,48433.07,"Insular Woodiness"
"26","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum maderense",27,494.88330078125,106.11457935791,83.1259924494705,18.1317040106198,13.1976617509224,240.260609585587,20.0375991899326,14.6721925406779,206.355474919522,0,88.1261723183365,"305, 405, 404, 1401",4,46.4921493530151,13.9269495010485,35.9337348937743,0.111360497774688,4.43850150597823,48433.07,"Insular Woodiness"
"27","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum tenerifae",116,2173.42224121094,173.789604638672,44.4844983746793,10.9657978461885,18.800575647964,341.695093446362,14.0046004096899,7.19364470616513,396.495935267818,1.42349141255983,96.7278565626887,"1402, 600, 308, 1403, 104, 201",6,197.892280578574,183.910659790044,1.3676503300775,0,2.00359475421977,48433.07,"Insular Woodiness"
"28","Tracheophyta","Asterales","Asteraceae","Argyranthemum","Argyranthemum webbii",14,432.466583251953,91.790486151123,84.3396364081084,19.6627346471576,13.799704620249,257.281689979674,23.4774226984704,16.626265294158,678.045337664383,7.94045655398141,80.695256819486,"1403, 1402, 104, 201, 308",5,570.45913696298,70.8264083862214,484.360473632919,22.4324655532892,1.18859580595759,48433.07,"Insular Woodiness"
"29","Tracheophyta","Asterales","Asteraceae","Artemisia","Artemisia thuscula",575,471.816741943359,353.938082849121,72.5489652100241,19.6794193096368,15.1193778328937,265.594140891008,23.3581134584564,16.1638844294484,400.232614949172,6.53546283694255,81.0049192343812,"104, 1403, 201, 305, 1402, 308, 1401, 404, 1405, 500, 802, 105",12,359.457458496328,76.9096527099788,273.479064941258,0.840064883236061,1.11343527721866,24103.76,"Ancestral Woodiness"
"30","Tracheophyta","Asterales","Asteraceae","Atractylis","Atractylis cancellata",25,279.87060546875,225.019750891113,55.0856432687089,20.5435380095161,14.19823093499,263.935278178359,24.0615416912664,16.980275787358,194.424358500071,0,93.8847703384359,"201, 405, 305, 600, 1401, 1402, 1405, 801",8,77.3866653441354,47.2914581298822,24.1613559722142,0,2.51237545429143,23820.29,"Derived Woodiness"
"31","Tracheophyta","Asterales","Asteraceae","Bethencourtia","Bethencourtia palmensis",53,2284.28515625,115.157045800781,113.421775225312,9.02515869701937,16.6182498470797,368.709040038422,15.3947320066742,5.30182282722217,1054.86347422016,5.07477894536035,98.0154741013433,"308, 1402, 104, 201, 600, 1403",6,85.4402847290039,56.4260597229004,1.06257092952728,0,12.3462073840921,2256.18,"Insular Woodiness"
"32","Tracheophyta","Asterales","Asteraceae","Calendula","Calendula arvensis",479,518.308288574219,515.329146368408,50.6370235689419,19.4309477276592,16.35850988785,296.061633707316,22.9421629323539,15.5865312324845,345.749074312551,1.89710532024316,89.3477382262517,"1403, 305, 405, 1402, 201, 308, 500, 1401, 104, 801, 802, 1405, 404, 600",14,234.788726806843,68.6084442138781,131.432617187786,0.169420182704429,1.472596572309,52065.1,"Annual Herbaceous"
"33","Tracheophyta","Asterales","Asteraceae","Calendula","Calendula tripterocarpa",28,119.082305908203,124.635609658813,14.9216890982923,20.6661947776536,7.22304243197316,248.475455123977,23.0279747904922,17.0069288714583,128.353340499359,0,93.7681252092902,"308, 500, 801, 1405, 1401, 405, 305, 104",8,28.4367504119771,21.3389730453844,4.4398745298317,0,4.51364303726135,52065.1,"Annual Herbaceous"
"34","Tracheophyta","Asterales","Asteraceae","Cheirolophus","Cheirolophus burchardii",30,175.672958374023,83.184558265686,169.653446438457,24.9053685765593,18.4659026548923,272.199132382011,29.2710506231241,21.3231908453254,260.041544762016,3.24056114933849,85.1554949638163,"201, 500, 1401, 104, 105, 1405, 308, 802",8,388.528121948349,115.972961425781,99.6003875732429,2.55741704094631e-13,0.669299157698,4821.18,"Derived Woodiness"
"35","Tracheophyta","Asterales","Asteraceae","Cheirolophus","Cheirolophus canariensis",15,542.888732910156,122.242016931152,86.2598248238837,19.64866976822,19.3595499505766,396.184015909116,25.9381401884528,14.8007327366276,432.259137168797,6.33123597914766,92.101097783714,"308, 104, 201, 305, 802",5,436.633239745915,115.743110656747,242.380493164168,0.15058197081089,0.989982204333175,4821.18,"Derived Woodiness"
"36","Tracheophyta","Asterales","Asteraceae","Cheirolophus","Cheirolophus teydis",88,2138.77905273438,101.083566650391,43.5742360063539,12.0213956319031,19.9173451229053,331.510171307882,13.7105369407101,8.45415917759618,401.061001040868,1.12713328636907,111.052811406054,"1402, 308, 600, 802",4,225.918060302721,204.030570983883,10.706302165958,0,1.77524984281232,4821.18,"Derived Woodiness"
"37","Tracheophyta","Asterales","Asteraceae","Coleostephus","Coleostephus myconis",20,689.974609375,337.974704956055,43.5468933060472,18.5647092274201,17.6040003777871,302.636565966849,22.9572340105944,14.1979460421818,493.207810830389,13.4881638441193,73.6003216571403,"201, 305, 1403, 1401, 308",5,500.780151367213,77.5681800842255,413.492019653157,1.63890165090105,0.98487891240068,583.72,"Annual Herbaceous"
"38","Tracheophyta","Asterales","Asteraceae","Cynara","Cynara cardunculus",160,585.833465576172,138.117347351074,61.6592997682214,17.8478664652717,14.3358021673041,270.195337911886,21.6209322481817,14.3273840618951,306.768247945377,0.655892008005816,88.2975256368742,"1402, 308, 1401, 1403, 305, 104, 404, 201, 801, 405, 500, 1405, 600",13,124.148281097389,36.8356018066257,71.1895599365234,0.161470979452326,2.47098264457427,47719.07,"Perennial Herbaceous"
"39","Tracheophyta","Asterales","Asteraceae","Dittrichia","Dittrichia viscosa",174,696.636840820312,429.553216589355,50.4663446698427,18.4191761178187,17.6336850265254,316.213238998701,22.8706800721655,14.1883167546589,425.497378521657,3.16681955156725,87.0563398477608,"1403, 308, 305, 1402, 104, 201, 1405, 1401, 405, 801, 600",11,306.661804199079,62.0283184051392,229.402740478389,0.508395060897614,1.38751345193754,41344.65,"Perennial Herbaceous"
"40","Tracheophyta","Asterales","Asteraceae","Filago","Filago pyramidata",27,245.840118408203,294.995050341797,29.1932271506459,19.6788242583044,7.21954514200684,248.488822306293,22.6091582082291,16.2190961173123,166.267234699737,0,94.3859381586942,"201, 1401, 405, 600, 305, 801, 1405, 308",8,52.5742454528971,34.6225357055712,18.0323581695668,0,3.16252251016519,18173.33,"Annual Herbaceous"
"41","Tracheophyta","Asterales","Asteraceae","Gonospermum","Gonospermum canariense",53,617.711791992188,316.514739587402,85.5226159467934,18.3906986707801,13.6100537112875,266.147291584565,22.3136957543556,15.0176615899785,758.14239871765,8.57074058588933,85.7349358470588,"104, 1403, 305, 308, 1402, 201",6,546.043029785467,51.9344635010206,494.356292724911,22.9647369384766,1.38842977084702,13573.48,"Insular Woodiness"
"42","Tracheophyta","Asterales","Asteraceae","Gonospermum","Gonospermum fruticosum",125,386.99755859375,312.160122409058,91.3550194190089,20.0581282103453,13.9210034430781,244.976899452736,24.233685674173,16.4982141517879,387.575662902822,8.32705246906819,79.6562732553648,"308, 305, 1401, 104, 1403, 201, 1402, 404",8,427.802795410223,97.7777557373303,317.296661376953,0.697928845882809,0.905968046635068,13573.48,"Insular Woodiness"
"43","Tracheophyta","Asterales","Asteraceae","Gonospermum","Gonospermum revolutum",15,177.101867675781,130.075877970886,99.6177668766484,20.6496794877465,10.8091494951433,228.430441012403,23.4498579557967,17.6715939719859,385.951293701811,11.8243528075466,71.1081917654075,"1402, 308, 500, 201, 1403",5,333.334167480469,115.503410339355,217.021987914953,0.408977091321957,1.15785098365119,13573.48,"Perennial Herbaceous"
"44","Tracheophyta","Asterales","Asteraceae","Hedypnois","Hedypnois rhagadioloides",69,570.0185546875,419.145788085937,55.0257373429648,18.9119683797439,14.7725934753223,272.937391425519,22.8518189599974,15.3451767735994,489.202591220087,4.91304881629765,87.3649023220683,"308, 1402, 1403, 1401, 104, 305, 105, 201, 1405, 802, 405, 801",12,294.713439941361,59.6017379760742,189.010345459028,1.05586600303545,1.65992630440411,47501.36,"Annual Herbaceous"
"45","Tracheophyta","Asterales","Asteraceae","Helminthotheca","Helminthotheca echioides",59,487.0439453125,304.634846044922,64.321914511683,18.9552298361113,14.3830416771104,254.90650936254,22.7964227457753,15.6190689963714,552.902446700663,11.0710619723732,73.6479972588603,"308, 201, 500, 1403, 104, 1401, 1402, 1405, 600",9,437.156188964133,59.7621765136265,394.551910400269,3.08396792411438,1.26477094607947,20703.44,"Annual Herbaceous"
"46","Tracheophyta","Asterales","Asteraceae","Hypochaeris","Hypochaeris glabra",18,817.046661376953,433.771667852783,59.52322733354,17.4817468964609,14.0659191499172,281.077694036798,21.2263153954278,14.0111036444466,809.047029375713,6.41285329925049,89.5175783592745,"1402, 1403, 308, 305, 104",5,473.692123413086,50.4080963134815,400.896759033203,24.2802095413148,1.70795964168942,7559.49,"Annual Herbaceous"
"47","Tracheophyta","Asterales","Asteraceae","Kleinia","Kleinia neriifolia",2306,266.337615966797,309.993644428253,53.4496364204267,20.4562876604682,14.9871312805172,270.156396909229,24.0555984613524,16.9202706317648,265.421080524015,0.778372575640585,91.0533059265987,"105, 305, 405, 104, 201, 1403, 1402, 1401, 308, 500, 801, 1405, 600, 802, 404",15,187.362884521585,74.4725761413749,69.7908859252825,4.19440585392608e-13,1.41661504199054,58618.38,"Derived Woodiness"
"48","Tracheophyta","Asterales","Asteraceae","Lactuca","Lactuca serriola",75,258.435668945312,346.454132466888,24.6068421418241,20.261865381748,14.9015942024831,258.076408249499,23.4542594745719,17.16328231179,333.602707932522,3.36295147113254,88.7877275222602,"1403, 201, 1401, 1405, 801, 404, 104, 308, 1402, 305, 405, 802",12,156.385452270522,57.6783256530909,59.5235786437974,0.137821182608275,2.13320806436294,37110.03,"Annual Herbaceous"
"49","Tracheophyta","Asterales","Asteraceae","Logfia","Logfia gallica",21,825.786071777344,375.347825866699,48.5441119534527,17.9311555527341,18.1531032692973,344.057558489391,22.9973756194756,13.260293254384,479.864758493056,2.05237681539348,89.6016317620509,"1405, 104, 1403, 308, 1402, 305, 1401, 201",8,326.659454345684,74.8482742309668,227.553817748999,0.371363252400923,1.46900618399137,9351.38,"Annual Herbaceous"
"50","Tracheophyta","Asterales","Asteraceae","Pallenis","Pallenis spinosa",191,557.851196289062,313.011572241211,63.6286114895767,19.247958648179,16.9519367488209,307.710518352823,23.4681157828733,15.3823378382549,341.056302510129,3.30260741112209,87.2216587521062,"308, 1402, 1401, 201, 1403, 104, 404, 305, 1405, 105, 802, 405",12,239.876022338867,66.4455184936729,159.10580444351,0.234437331557387,1.42180239268903,39467.73,"Annual Herbaceous"
"51","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis appendiculata",150,803.270935058594,207.282754833984,102.222411839124,17.385476720525,12.3970758599792,263.272661693768,21.2702489442226,13.9793234444804,619.007419369126,17.8482736955194,72.7573865819647,"308, 1403, 104, 201, 1402, 1401, 1405, 802",8,669.665985107154,36.1677455901948,624.132568359344,16.6683826446503,0.924352487860164,22792.28,"Insular Woodiness"
"52","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis cruenta",50,1063.02673339844,206.446213348389,52.6516603604704,17.3778693106132,18.7681084473704,319.661290100504,22.6425545726155,13.5224042988195,646.451426368167,11.1259872720877,73.455065394411,"104, 1403, 308, 201, 1402",5,668.16650390625,70.4797019958589,619.556915283203,9.58823776245117,0.967500499634251,22792.28,"Perennial Herbaceous"
"53","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis echinata",148,707.61962890625,407.03842348938,76.247589435384,19.7418101261038,17.3373953801148,304.54154111919,24.0291514793721,15.4957181234947,424.779379734678,5.68193681398533,86.0196726016223,"104, 1401, 308, 1402, 1403, 305, 500, 201, 105",9,514.438293457038,81.0450477600082,371.687805175781,1.02737152576304,0.825714930512171,22792.28,"Perennial Herbaceous"
"54","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis lanata",89,640.907409667969,259.994912896729,78.2241213248897,19.0419884558436,19.7869986830392,361.082495451252,25.0700950797677,14.5483449776351,331.470393331425,3.75862757121491,91.6778582180183,"308, 1402, 201, 305, 1403, 104, 1401, 802",8,389.715148925781,110.243896484355,278.640045165609,0.721601605411836,0.850545313019258,22792.28,"Perennial Herbaceous"
"55","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis murrayi",43,819.333068847656,319.133179138184,53.8962770446298,17.9840876503376,15.0805393005747,303.046189169444,20.8112727935818,14.0009581721771,490.336233906437,2.2568146826494,90.1076957468941,"201, 1402, 305, 105, 1403, 404, 104, 308, 1401, 801",10,272.219818114989,31.6796054840067,235.837936401105,2.96863293647766,1.80125105255677,22792.28,"Perennial Herbaceous"
"56","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis papyracea",226,657.943969726562,350.847892538452,78.8100872135757,18.5234402016713,13.768643115636,272.579705212336,22.4553147667012,15.2087579214789,752.638700468872,8.64750174101061,81.5331493576145,"308, 1403, 104, 1401, 201, 1402, 802, 1405",8,540.091003417962,42.2251777648894,432.477722168228,25.5470991134626,1.39354052503338,22792.28,"Perennial Herbaceous"
"57","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis steetzii",100,986.711334228516,370.969070288086,76.6863510116456,16.3449856759175,18.2634184144666,314.188992537568,21.296229372418,12.3579923857818,636.273887217168,8.8223606862601,88.4454258623848,"1403, 308, 305, 104, 1402, 1401, 201",7,627.138122558513,57.7824783325195,557.544372558843,8.84261894225349,1.01456738847478,22792.28,"Perennial Herbaceous"
"58","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis tussilaginis",161,593.942016601562,245.017929125977,90.1636197710848,18.3014445993449,11.7919486381905,243.630207785472,21.8731713275159,15.0464729768034,512.203769145535,14.8776508841745,71.4338540106889,"1403, 308, 201, 104, 1401, 1402, 500, 1405",8,443.781372070358,41.0112457275391,371.822906494141,4.0520973205538,1.15418041716345,22792.28,"Perennial Herbaceous"
"59","Tracheophyta","Asterales","Asteraceae","Pericallis","Pericallis webbii",159,536.800903320312,282.239613812256,69.2653033429557,19.6747953331028,17.8020244962656,317.09818126094,23.908166272209,15.2772404891504,386.915583573378,2.31395331548102,80.5766609999749,"1403, 201, 308, 1401, 305, 105, 1402, 405, 104, 1405",10,383.492584228123,75.6670684814529,298.312835693507,0.805953621864326,1.00892585537774,22792.28,"Perennial Herbaceous"
"60","Tracheophyta","Asterales","Asteraceae","Phagnalon","Phagnalon purpurascens",35,423.33349609375,280.91591552124,60.035980770906,20.6858400620421,17.4239586975693,315.936802235778,25.0265750201327,16.6913428644825,230.426568260695,0.211954176225556,93.5418940161557,"1405, 1401, 308, 305, 201, 405, 1402, 802",8,115.492919921769,68.9537277221808,36.9186058044282,4.2430550255743e-25,1.99515752495287,51295.71,"Perennial Herbaceous"
"61","Tracheophyta","Asterales","Asteraceae","Phagnalon","Phagnalon rupestre",15,278.688201904297,226.772782415771,24.0645424547764,19.8180024150618,11.8503965336674,248.316948512899,22.5811767889028,16.2190961173123,155.420366389509,0,94.3859381586942,"801, 1401, 405, 305, 201, 600, 308, 1405, 1402",9,33.1773529052639,19.0706100463833,11.536831855789,0,4.68453185018416,51295.71,"Perennial Herbaceous"
"62","Tracheophyta","Asterales","Asteraceae","Phagnalon","Phagnalon saxatile",194,635.953369140625,420.367344973755,72.3084601323195,18.920650117762,16.8938632547519,301.51867911364,22.8661704569877,14.8497019707715,423.575544805777,4.39056539385029,87.399389056558,"308, 201, 305, 1402, 1405, 405, 104, 1403, 1401, 500, 404, 801",12,321.662170410222,70.1945114135731,243.162208557127,0.871920943259708,1.31683357189806,51295.71,"Perennial Herbaceous"
"63","Tracheophyta","Asterales","Asteraceae","Phagnalon","Phagnalon umbelliforme",41,452.072692871094,309.091039059448,58.619950868446,19.7493975206658,16.4903723269912,303.521320266701,23.898226600764,16.2016817109975,402.91368523801,2.69720549852941,84.8172319075534,"201, 308, 1401, 1402, 1405, 305",6,115.586601257324,27.3184566498072,78.1721649170175,0.295425295829752,3.48581652938323,51295.71,"Perennial Herbaceous"
"64","Tracheophyta","Asterales","Asteraceae","Senecio","Senecio flavus",19,103.064605712891,82.2496363975525,52.2818202003031,21.0142481105196,7.63459645632245,244.4462767659,23.6110916878612,17.6439439615217,114.577375405554,0,90.2799848319402,"405, 802, 1405, 801, 500, 305, 201",7,64.6326446533418,45.0621604919837,4.90428209304727,0,1.77274775030624,55789.38,"Annual Herbaceous"
"65","Tracheophyta","Asterales","Asteraceae","Senecio","Senecio glaucus",27,44.4777221679688,48.9561667070389,15.770821754949,22.4836765687244,15.4953860290133,270.515177032948,25.344153390545,18.8894799257627,142.988513314979,0.289133258346926,91.1903535178896,"802, 201, 500, 405, 801, 305",6,100.692611694234,73.8591079711902,12.9943904876885,0,1.42004970284395,55789.38,"Annual Herbaceous"
